frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
80,5,0.0625399238315 1346.3876301692285 2891.4890659008806 2018.0,0.785714285714 1855.9285714285713 2754.4523809523807 1918.0,0,0,0
81,5,0.2523619163894 1349.2165480596052 2893.1865987629035 2023.0,0.8571428571427 1859.7857142857142 2755.8571428571427 1922.0,0,0,0
82,5,0.4421839089473 1352.0454659499821 2894.884131624926 2027.0,0.9285714285716 1863.642857142857 2757.2619047619046 1926.0,0,0,0
83,5,0.632005901505 1354.8743838403589 2896.5816644869487 2031.0,0.0 1867.5 2758.6666666666665 1930.0,0,0,0
84,5,0.821827894063 1357.7033017307356 2898.2791973489716 2035.0,0.0714285714284 1871.357142857143 2760.0714285714284 1934.0,0,0,0
85,5,0.0116498866214 1360.5322196211125 2899.976730210994 2040.0,0.1428571428573 1875.2142857142858 2761.4761904761904 1938.0,0,0,0
86,5,0.2014718791793 1363.3611375114892 2901.674263073017 2044.0,0.214285714286 1879.0714285714287 2762.8809523809523 1942.0,0,0,0
87,5,0.391293871737 1366.1900554018662 2903.3717959350397 2048.0,0.285714285714 1882.9285714285713 2764.285714285714 1947.0,0,0,0
88,5,0.581115864295 1369.018973292243 2905.0693287970626 2052.0,0.3571428571427 1886.7857142857142 2765.690476190476 1951.0,0,0,0
89,5,0.770937856853 1371.8478911826198 2906.766861659085 2057.0,0.4285714285716 1890.642857142857 2767.095238095238 1955.0,0,0,0
90,5,0.960759849411 1374.6768090729965 2908.464394521108 2061.0,0.5 1894.5 2768.5 1959.0,0.26413625478744507,CV51VSU,0.10632961058696747
91,5,0.7509512459815 1377.893836928177 2911.0751779382995 2065.0,0.3333333333335 1898.2222222222222 2770.777777777778 1964.0,0,0,0
92,5,0.5411426425526 1381.1108647833576 2913.685961355491 2068.0,0.1666666666665 1901.9444444444443 2773.0555555555557 1968.0,0,0,0
93,5,0.3313340391232 1384.327892638538 2916.296744772683 2072.0,0.0 1905.6666666666667 2775.3333333333335 1973.0,0,0,0
94,5,0.121525435694 1387.5449204937186 2918.9075281898745 2075.0,0.8333333333335 1909.388888888889 2777.6111111111113 1977.0,0,0,0
95,5,0.911716832265 1390.7619483488988 2921.5183116070666 2079.0,0.6666666666665 1913.111111111111 2779.8888888888887 1982.0,0,0,0
96,5,0.7019082288357 1393.9789762040793 2924.1290950242583 2082.0,0.5 1916.8333333333333 2782.1666666666665 1986.0,0,0,0
97,5,0.4920996254064 1397.1960040592598 2926.73987844145 2086.0,0.3333333333335 1920.5555555555557 2784.4444444444443 1991.0,0,0,0
98,5,0.2822910219775 1400.4130319144404 2929.3506618586416 2089.0,0.1666666666665 1924.2777777777778 2786.722222222222 1995.0,0,0,0
99,5,0.072482418548 1403.6300597696209 2931.9614452758333 2093.0,0.0 1928.0 2789.0 2000.0,0.26257938146591187,MT51VSU,0.13601822911414185
100,5,0.7518300039687 1406.7713619281803 2933.418566170576 2096.0,0.3 1932.2 2790.5 2004.0,0,0,0
101,5,0.431177589389 1409.9126640867398 2934.875687065319 2100.0,0.6 1936.4 2792.0 2009.0,0,0,0
102,5,0.1105251748095 1413.0539662452993 2936.332807960062 2103.0,0.9 1940.6 2793.5 2014.0,0,0,0
103,5,0.7898727602296 1416.1952684038588 2937.789928854805 2107.0,0.2 1944.8 2795.0 2019.0,0,0,0
104,5,0.4692203456502 1419.3365705624183 2939.247049749548 2110.0,0.5 1949.0 2796.5 2024.0,0,0,0
105,5,0.1485679310704 1422.4778727209778 2940.7041706442906 2113.0,0.8 1953.2 2798.0 2029.0,0,0,0
106,5,0.827915516491 1425.6191748795372 2942.1612915390338 2117.0,0.1 1957.4 2799.5 2034.0,0,0,0
107,5,0.507263101911 1428.7604770380967 2943.6184124337765 2120.0,0.4 1961.6 2801.0 2038.0,0,0,0
108,5,0.1866106873317 1431.9017791966562 2945.0755333285197 2123.0,0.7 1965.8 2802.5 2043.0,0,0,0
109,5,0.865958272752 1435.0430813552157 2946.5326542232624 2127.0,0.0 1970.0 2804.0 2048.0,0,0,0
110,5,0.5453058581725 1438.1843835137752 2947.989775118005 2130.0,0.3 1974.2 2805.5 2053.0,0,0,0
111,5,0.2246534435926 1441.3256856723347 2949.4468960127483 2134.0,0.6 1978.4 2807.0 2058.0,0,0,0
112,5,0.904001029013 1444.4669878308941 2950.904016907491 2137.0,0.9 1982.6 2808.5 2063.0,0,0,0
113,5,0.5833486144334 1447.6082899894536 2952.361137802234 2140.0,0.2 1986.8 2810.0 2068.0,0,0,0
114,5,0.262696199854 1450.749592148013 2953.818258696977 2144.0,0.5 1991.0 2811.5 2073.0,0.25359395146369934,CD51VSU,0.09318264186703314
14,6,0.8314825609586 1029.8988200776585 1741.4990580279864 1451.0,0.0 1322.0 1610.0 1372.0,0.301420122385025,JO71SOL,0.02034304036942675
15,6,0.8724499286 1030.9737681603933 1740.8139286934354 1453.0,0.3125 1323.8125 1610.1875 1373.0,0,0,0
16,6,0.9134172962415 1032.0487162431282 1740.1287993588844 1454.0,0.625 1325.625 1610.375 1375.0,0,0,0
17,6,0.9543846638828 1033.123664325863 1739.4436700243334 1456.0,0.9375 1327.4375 1610.5625 1377.0,0,0,0
18,6,0.9953520315244 1034.198612408598 1738.7585406897824 1458.0,0.25 1329.25 1610.75 1379.0,0,0,0
19,6,0.0363193991657 1035.2735604913328 1738.0734113552314 1460.0,0.5625 1331.0625 1610.9375 1381.0,0,0,0
20,6,0.077286766807 1036.3485085740676 1737.3882820206804 1462.0,0.875 1332.875 1611.125 1382.0,0,0,0
21,6,0.1182541344485 1037.4234566568025 1736.7031526861294 1463.0,0.1875 1334.6875 1611.3125 1384.0,0,0,0
22,6,0.1592215020898 1038.4984047395374 1736.0180233515784 1465.0,0.5 1336.5 1611.5 1386.0,0,0,0
23,6,0.2001888697312 1039.5733528222722 1735.3328940170275 1467.0,0.8125 1338.3125 1611.6875 1388.0,0,0,0
24,6,0.2411562373727 1040.648300905007 1734.6477646824765 1469.0,0.125 1340.125 1611.875 1390.0,0,0,0
25,6,0.282123605014 1041.723248987742 1733.9626353479255 1471.0,0.4375 1341.9375 1612.0625 1391.0,0,0,0
26,6,0.3230909726553 1042.7981970704768 1733.2775060133745 1472.0,0.75 1343.75 1612.25 1393.0,0,0,0
27,6,0.3640583402969 1043.8731451532117 1732.5923766788235 1474.0,0.0625 1345.5625 1612.4375 1395.0,0,0,0
28,6,0.4050257079382 1044.9480932359465 1731.9072473442725 1476.0,0.375 1347.375 1612.625 1397.0,0,0,0
29,6,0.4459930755797 1046.0230413186814 1731.2221180097215 1478.0,0.6875 1349.1875 1612.8125 1399.0,0,0,0
30,6,0.486960443221 1047.0979894014163 1730.5369886751705 1480.0,0.0 1351.0 1613.0 1401.0,0.2685953676700592,IG11SOG,0.06998761154534333
31,6,0.1228716192625 1047.7574574428584 1730.3827074618628 1480.0,0.0 1351.0 1613.0 1401.0,0.26919350028038025,IG41SOG,0.07795185331746933
32,6,0.773731746974 1048.5562613765508 1728.8205896066054 1479.0,0.5 1353.5 1609.5 1404.0,0.2899760901927948,IO41SOG,0.10596897106286482
33,6,0.0629985135572 1051.5433371654597 1726.3378419803023 1483.0,0.5 1356.0 1608.5 1406.0,0.2633611857891083,IG41SOG,0.21836195516034737
34,6,0.2179921720092 1054.0045875589217 1726.772374966367 1485.0,0.7857142857142 1358.0714285714287 1608.642857142857 1407.0,0,0,0
35,6,0.3729858304612 1056.465837952384 1727.2069079524315 1487.0,0.0714285714287 1360.142857142857 1608.7857142857142 1409.0,0,0,0
36,6,0.5279794889132 1058.927088345846 1727.641440938496 1490.0,0.357142857143 1362.2142857142858 1608.9285714285713 1411.0,0,0,0
37,6,0.6829731473651 1061.388338739308 1728.0759739245605 1492.0,0.642857142857 1364.2857142857142 1609.0714285714287 1413.0,0,0,0
38,6,0.8379668058171 1063.84958913277 1728.510506910625 1494.0,0.9285714285713 1366.357142857143 1609.2142857142858 1415.0,0,0,0
39,6,0.9929604642691 1066.3108395262323 1728.9450398966897 1497.0,0.2142857142858 1368.4285714285713 1609.357142857143 1417.0,0,0,0
40,6,0.147954122721 1068.7720899196943 1729.3795728827542 1499.0,0.5 1370.5 1609.5 1419.0,0.26007816195487976,IG11SOG,0.14152617079338142
41,6,0.8665998112253 1070.5482595132287 1729.1412417939193 1501.0,0.6455696202531 1372.753164556962 1608.8354430379748 1421.0,0,0,0
42,6,0.5852454997298 1072.3244291067633 1728.9029107050844 1504.0,0.7911392405063 1375.006329113924 1608.1708860759493 1424.0,0,0,0
43,6,0.303891188234 1074.1005987002977 1728.6645796162495 1506.0,0.9367088607594 1377.259493670886 1607.506329113924 1426.0,0,0,0
44,6,0.0225368767385 1075.8767682938324 1728.4262485274146 1509.0,0.0822784810127 1379.512658227848 1606.8417721518988 1428.0,0,0,0
45,6,0.7411825652428 1077.6529378873668 1728.1879174385797 1511.0,0.2278481012659 1381.76582278481 1606.1772151898733 1430.0,0,0,0
46,6,0.4598282537472 1079.4291074809014 1727.9495863497448 1514.0,0.373417721519 1384.0189873417721 1605.512658227848 1433.0,0,0,0
47,6,0.1784739422515 1081.2052770744358 1727.7112552609099 1516.0,0.5189873417721 1386.2721518987341 1604.8481012658228 1435.0,0,0,0
48,6,0.8971196307557 1082.9814466679704 1727.472924172075 1519.0,0.6645569620252 1388.5253164556962 1604.1835443037974 1437.0,0,0,0
49,6,0.6157653192602 1084.7576162615048 1727.23459308324 1521.0,0.8101265822784 1390.7784810126582 1603.5189873417721 1439.0,0,0,0
50,6,0.3344110077644 1086.5337858550395 1726.9962619944051 1524.0,0.9556962025317 1393.0316455696202 1602.8544303797469 1442.0,0,0,0
51,6,0.0530566962689 1088.3099554485739 1726.7579309055702 1526.0,0.1012658227849 1395.2848101265822 1602.1898734177216 1444.0,0,0,0
52,6,0.771702384773 1090.0861250421085 1726.5195998167353 1528.0,0.246835443038 1397.5379746835442 1601.5253164556962 1446.0,0,0,0
53,6,0.4903480732773 1091.862294635643 1726.2812687279004 1531.0,0.392405063291 1399.7911392405063 1600.860759493671 1448.0,0,0,0
54,6,0.2089937617818 1093.6384642291775 1726.0429376390655 1533.0,0.5379746835442 1402.0443037974683 1600.1962025316457 1451.0,0,0,0
55,6,0.927639450286 1095.414633822712 1725.8046065502306 1536.0,0.6835443037974 1404.2974683544303 1599.5316455696202 1453.0,0,0,0
56,6,0.6462851387905 1097.1908034162466 1725.5662754613957 1538.0,0.8291139240507 1406.5506329113923 1598.867088607595 1455.0,0,0,0
57,6,0.3649308272948 1098.966973009781 1725.3279443725608 1541.0,0.9746835443038 1408.8037974683543 1598.2025316455697 1457.0,0,0,0
58,6,0.0835765157992 1100.7431426033156 1725.0896132837258 1543.0,0.120253164557 1411.0569620253164 1597.5379746835442 1460.0,0,0,0
59,6,0.8022222043035 1102.51931219685 1724.851282194891 1546.0,0.26582278481 1413.3101265822784 1596.873417721519 1462.0,0,0,0
60,6,0.5208678928077 1104.2954817903847 1724.612951106056 1548.0,0.4113924050632 1415.5632911392404 1596.2088607594937 1464.0,0,0,0
61,6,0.2395135813122 1106.071651383919 1724.374620017221 1551.0,0.5569620253164 1417.8164556962026 1595.5443037974683 1466.0,0,0,0
62,6,0.9581592698164 1107.8478209774537 1724.1362889283862 1553.0,0.7025316455697 1420.0696202531647 1594.879746835443 1469.0,0,0,0
63,6,0.6768049583209 1109.623990570988 1723.8979578395513 1556.0,0.8481012658228 1422.3227848101267 1594.2151898734178 1471.0,0,0,0
64,6,0.395450646825 1111.4001601645227 1723.6596267507164 1558.0,0.993670886076 1424.5759493670887 1593.5506329113923 1473.0,0,0,0
65,6,0.1140963353294 1113.1763297580571 1723.4212956618815 1560.0,0.139240506329 1426.8291139240507 1592.886075949367 1475.0,0,0,0
66,6,0.8327420238338 1114.9524993515918 1723.1829645730465 1563.0,0.2848101265822 1429.0822784810127 1592.2215189873418 1478.0,0,0,0
67,6,0.551387712338 1116.7286689451262 1722.9446334842116 1565.0,0.4303797468353 1431.3354430379748 1591.5569620253164 1480.0,0,0,0
68,6,0.2700334008425 1118.5048385386606 1722.7063023953767 1568.0,0.5759493670887 1433.5886075949368 1590.892405063291 1482.0,0,0,0
69,6,0.9886790893468 1120.2810081321952 1722.4679713065418 1570.0,0.7215189873418 1435.8417721518988 1590.2278481012659 1484.0,0,0,0
70,6,0.7073247778512 1122.0571777257296 1722.229640217707 1573.0,0.867088607595 1438.0949367088608 1589.5632911392404 1487.0,0,0,0
71,6,0.4259704663555 1123.8333473192642 1721.991309128872 1575.0,0.012658227848 1440.3481012658228 1588.8987341772151 1489.0,0,0,0
72,6,0.1446161548597 1125.6095169127987 1721.752978040037 1578.0,0.1582278481012 1442.6012658227849 1588.23417721519 1491.0,0,0,0
73,6,0.8632618433642 1127.3856865063333 1721.5146469512022 1580.0,0.3037974683543 1444.8544303797469 1587.5696202531647 1493.0,0,0,0
74,6,0.5819075318684 1129.1618560998677 1721.2763158623673 1583.0,0.4493670886077 1447.107594936709 1586.9050632911392 1496.0,0,0,0
75,6,0.3005532203729 1130.9380256934023 1721.0379847735323 1585.0,0.5949367088608 1449.360759493671 1586.240506329114 1498.0,0,0,0
76,6,0.0191989088771 1132.7141952869367 1720.7996536846974 1587.0,0.740506329114 1451.613924050633 1585.5759493670887 1500.0,0,0,0
77,6,0.7378445973814 1134.4903648804714 1720.5613225958625 1590.0,0.886075949367 1453.867088607595 1584.9113924050632 1502.0,0,0,0
78,6,0.4564902858858 1136.2665344740058 1720.3229915070276 1592.0,0.0316455696202 1456.120253164557 1584.246835443038 1505.0,0,0,0
79,6,0.17513597439 1138.0427040675404 1720.0846604181927 1595.0,0.1772151898733 1458.373417721519 1583.5822784810127 1507.0,0,0,0
80,6,0.8937816628945 1139.8188736610748 1719.8463293293576 1597.0,0.3227848101267 1460.626582278481 1582.9177215189873 1509.0,0,0,0
81,6,0.6124273513988 1141.5950432546094 1719.6079982405226 1600.0,0.4683544303798 1462.879746835443 1582.253164556962 1511.0,0,0,0
82,6,0.3310730399032 1143.3712128481438 1719.3696671516877 1602.0,0.613924050633 1465.132911392405 1581.5886075949368 1514.0,0,0,0
83,6,0.0497187284075 1145.1473824416785 1719.1313360628528 1605.0,0.759493670886 1467.386075949367 1580.9240506329113 1516.0,0,0,0
84,6,0.7683644169117 1146.9235520352129 1718.893004974018 1607.0,0.9050632911392 1469.639240506329 1580.259493670886 1518.0,0,0,0
85,6,0.4870101054162 1148.6997216287475 1718.654673885183 1610.0,0.0506329113923 1471.892405063291 1579.5949367088608 1520.0,0,0,0
86,6,0.2056557939204 1150.475891222282 1718.416342796348 1612.0,0.1962025316457 1474.1455696202531 1578.9303797468353 1523.0,0,0,0
87,6,0.9243014824249 1152.2520608158165 1718.1780117075132 1615.0,0.3417721518988 1476.3987341772151 1578.26582278481 1525.0,0,0,0
88,6,0.6429471709291 1154.028230409351 1717.9396806186783 1617.0,0.487341772152 1478.6518987341772 1577.6012658227849 1527.0,0,0,0
89,6,0.3615928594334 1155.8044000028856 1717.7013495298434 1619.0,0.632911392405 1480.9050632911392 1576.9367088607596 1529.0,0,0,0
90,6,0.0802385479378 1157.58056959642 1717.4630184410084 1622.0,0.7784810126582 1483.1582278481012 1576.2721518987341 1532.0,0,0,0
91,6,0.798884236442 1159.3567391899546 1717.2246873521735 1624.0,0.9240506329113 1485.4113924050632 1575.607594936709 1534.0,0,0,0
92,6,0.5175299249465 1161.132908783489 1716.9863562633386 1627.0,0.0696202531647 1487.6645569620252 1574.9430379746836 1536.0,0,0,0
93,6,0.2361756134508 1162.9090783770234 1716.7480251745037 1629.0,0.2151898734178 1489.9177215189873 1574.2784810126582 1538.0,0,0,0
94,6,0.9548213019552 1164.685247970558 1716.5096940856688 1632.0,0.360759493671 1492.1708860759493 1573.613924050633 1541.0,0,0,0
95,6,0.6734669904595 1166.4614175640927 1716.271362996834 1634.0,0.506329113924 1494.4240506329113 1572.9493670886077 1543.0,0,0,0
96,6,0.3921126789637 1168.237587157627 1716.033031907999 1637.0,0.6518987341772 1496.6772151898733 1572.2848101265822 1545.0,0,0,0
97,6,0.1107583674682 1170.0137567511615 1715.794700819164 1639.0,0.7974683544303 1498.9303797468356 1571.620253164557 1547.0,0,0,0
98,6,0.8294040559724 1171.7899263446961 1715.5563697303292 1642.0,0.9430379746836 1501.1835443037976 1570.9556962025317 1550.0,0,0,0
99,6,0.5480497444769 1173.5660959382305 1715.3180386414942 1644.0,0.0886075949368 1503.4367088607596 1570.2911392405063 1552.0,0,0,0
100,6,0.2666954329811 1175.3422655317652 1715.0797075526593 1647.0,0.23417721519 1505.6898734177216 1569.626582278481 1554.0,0,0,0
101,6,0.9853411214854 1177.1184351252996 1714.8413764638244 1649.0,0.379746835443 1507.9430379746836 1568.9620253164558 1556.0,0,0,0
102,6,0.7039868099898 1178.8946047188342 1714.6030453749895 1651.0,0.5253164556962 1510.1962025316457 1568.2974683544303 1559.0,0,0,0
103,6,0.422632498494 1180.6707743123686 1714.3647142861546 1654.0,0.6708860759493 1512.4493670886077 1567.632911392405 1561.0,0,0,0
104,6,0.1412781869985 1182.4469439059033 1714.1263831973197 1656.0,0.8164556962026 1514.7025316455697 1566.9683544303798 1563.0,0,0,0
105,6,0.8599238755028 1184.2231134994377 1713.8880521084848 1659.0,0.9620253164558 1516.9556962025317 1566.3037974683543 1565.0,0,0,0
106,6,0.5785695640072 1185.9992830929723 1713.6497210196499 1661.0,0.107594936709 1519.2088607594937 1565.639240506329 1568.0,0,0,0
107,6,0.2972152525115 1187.7754526865067 1713.411389930815 1664.0,0.253164556962 1521.4620253164558 1564.9746835443038 1570.0,0,0,0
108,6,0.0158609410157 1189.5516222800413 1713.17305884198 1666.0,0.3987341772151 1523.7151898734178 1564.3101265822784 1572.0,0,0,0
109,6,0.7345066295202 1191.3277918735757 1712.9347277531451 1669.0,0.5443037974683 1525.9683544303798 1563.6455696202531 1574.0,0,0,0
110,6,0.4531523180244 1193.1039614671104 1712.6963966643102 1671.0,0.6898734177216 1528.2215189873418 1562.9810126582279 1577.0,0,0,0
111,6,0.171798006529 1194.8801310606448 1712.4580655754753 1674.0,0.8354430379748 1530.4746835443038 1562.3164556962026 1579.0,0,0,0
112,6,0.8904436950331 1196.6563006541794 1712.2197344866404 1676.0,0.9810126582279 1532.7278481012659 1561.6518987341772 1581.0,0,0,0
113,6,0.6090893835376 1198.4324702477138 1711.9814033978055 1679.0,0.126582278481 1534.9810126582279 1560.987341772152 1583.0,0,0,0
114,6,0.3277350720418 1200.2086398412484 1711.7430723089706 1681.0,0.2721518987341 1537.23417721519 1560.3227848101267 1586.0,0,0,0
115,6,0.046380760546 1201.9848094347828 1711.5047412201357 1683.0,0.4177215189873 1539.487341772152 1559.6582278481012 1588.0,0,0,0
116,6,0.7650264490505 1203.7609790283175 1711.2664101313007 1686.0,0.5632911392404 1541.740506329114 1558.993670886076 1590.0,0,0,0
117,6,0.4836721375548 1205.5371486218519 1711.0280790424658 1688.0,0.7088607594937 1543.993670886076 1558.3291139240507 1592.0,0,0,0
118,6,0.2023178260592 1207.3133182153865 1710.789747953631 1691.0,0.8544303797469 1546.246835443038 1557.6645569620252 1595.0,0,0,0
119,6,0.9209635145635 1209.089487808921 1710.551416864796 1693.0,0.0 1548.5 1557.0 1597.0,0.25460633635520935,GY15OGJ,0.3122401284070106
120,6,0.3325926156863 1212.4861046910146 1710.827824049407 1698.0,0.5 1551.0 1559.5 1601.0,0.25677788257598877,OG15OGJ,0.5042531193683062
